state rawpoll_johnson adjpoll_johnson
"New Jersey" 7.41 4.051492
Kansas 8.3 4.403975
Pennsylvania 8.86 5.501492
Louisiana 8.35 4.453975
U.S. 8.4 5.247522
"New Hampshire" 13.01 8.855315
U.S. 6.7 3.554278
U.S. 7.7 4.544696
Maine 15.58 11.42531
U.S. 9.0 6.733198
Vermont 8.18 4.025314
Missouri 5.0 2.508838
U.S. 10.0 5.92042
U.S. 5.7 2.550421
Colorado 9.0 6.937675
Ohio 8.0 4.373791
Florida 3.0 1.40515
U.S. 7.1 3.954543
Montana 9.18 5.052932
"South Dakota" 5.52 1.392932
"North Dakota" 8.57 4.415314
Kentucky 5.67 1.773975
U.S. 9.0 5.533719
Ohio 8.69 5.331491
Connecticut 8.75 4.853974
"South Dakota" 7.03 2.875314
Arkansas 8.1 3.972932
U.S. 7.9 4.239724
"South Carolina" 7.79 3.893974
Texas 7.62 4.261492
U.S. 6.3 3.14982
Delaware 9.61 5.455314
"Rhode Island" 11.35 7.214443
Minnesota 8.74 5.079723
U.S. 5.0 2.668606
Ohio 6.0 3.438061
Illinois 7.0 3.801926
"New York" 5.1 1.741492
Virginia 7.64 3.979723
Tennessee 6.15 2.253975
Nebraska 9.21 5.082932
Maryland 9.49 5.593974
Nevada 8.0 5.224429
Washington 10.83 7.169724
Wyoming 11.65 7.514442
"North Carolina" 8.51 4.849724
Arizona 9.91 6.249723
Colorado 9.36 5.699723
Alabama 4.95 1.053975
U.S. 6.3 3.154019
Iowa 8.7 4.803974
Michigan 7.0 3.566675
Vermont 10.43 6.294443
U.S. 8.0 3.301434
Michigan 7.93 4.269723
Oklahoma 10.37 6.242931
Illinois 6.21 2.851492
Florida 6.38 3.021492
"New Mexico" 18.44 14.31293
"New Mexico" 14.0 11.70414
California 6.42 3.061492
Florida 6.0 3.011472
U.S. 7.0 3.722043
Massachusetts 8.32 4.423974
Missouri 10.02 6.359724
U.S. 6.0 2.856623
Alaska 13.84 9.704443
U.S. 5.0 1.575816
"New Hampshire" 8.74 4.604442
Oregon 7.26 3.363975
U.S. 6.0 2.643948
Hawaii 15.04 10.90444
U.S. 9.0 3.194533
Indiana 9.42 5.759724
U.S. 8.0 5.576331
"West Virginia" 11.18 7.025314
Nevada 9.47 5.342932
Mississippi 5.61 1.482932
Wisconsin 8.14 4.479724
"New Jersey" 5.48 1.819724
U.S. 6.6 4.479933
Louisiana 5.91 1.782932
U.S. 9.0 4.681402
Kansas 12.2 8.072932
Oklahoma 6.0 2.37225
U.S. 6.0 2.501406
Georgia 7.98 4.083974
Florida 9.0 4.675838
Maine 12.7 8.564443
Washington 10.63 6.733974
Pennsylvania 7.56 3.899724
"District of Columbia" 8.12 3.984442
"North Dakota" 15.45 11.31444
Kentucky 8.5 4.372931
Idaho 10.36 6.205314
U.S. 6.5 3.359024
Ohio 7.79 4.129724
U.S. 6.0 2.430223
U.S. 7.0 3.374146
Delaware 9.96 5.824442
Mississippi 7.23 3.075314
U.S. 7.1 3.956186
U.S. 8.0 4.826778
Connecticut 10.42 6.292932
"Rhode Island" 10.2 6.16201
"West Virginia" 5.89 1.754443
U.S. 8.39 4.493975
Arkansas 4.77 0.6153141
Texas 7.62 3.959723
U.S. 6.5 3.35926
Colorado 12.02 8.123976
Florida 8.07 4.409723
"North Dakota" 6.94 2.90201
U.S. 11.0 5.866289
"South Carolina" 8.14 4.012932
"North Carolina" 7.64 3.743975
"South Dakota" 13.39 9.254443
Michigan 6.86 2.963975
Montana 8.52 4.365314
Arizona 10.58 6.683974
Illinois 8.12 4.459723
Maryland 7.1 2.972932
Alaska 10.88 6.84201
Oklahoma 12.77 8.615315
Oregon 8.53 4.402931
U.S. 6.9 3.769549
Iowa 10.4 6.272931
Tennessee 8.87 4.742931
Missouri 8.64 4.743975
U.S. 10.7 6.687414
Indiana 11.13 7.233974
Wyoming 14.71 10.67201
"New York" 6.76 3.099724
Maine 5.47 1.43201
California 6.88 3.219724
U.S. 7.0 3.365622
"New Jersey" 6.34 2.443975
Louisiana 7.08 2.925314
U.S. 9.0 3.816175
Virginia 8.57 4.673974
U.S. 5.0 2.634113
U.S. 8.0 4.302334
U.S. 7.5 4.377333
"South Dakota" 9.34 5.30201
U.S. 8.0 2.179552
U.S. 8.0 4.201468
U.S. 5.0 2.705492
U.S. 8.0 4.257972
"New Mexico" 16.45 12.29532
Massachusetts 9.47 5.342932
Alabama 6.05 1.922932
"New Hampshire" 9.86 5.82201
U.S. 6.9 3.783431
Wisconsin 7.73 3.833974
U.S. 7.0 3.163847
Nebraska 10.1 5.945314
Hawaii 5.16 1.12201
Vermont 11.43 7.39201
Georgia 6.54 2.412932
"North Carolina" 8.0 4.856488
U.S. 9.0 5.386073
U.S. 6.8 3.6902
Minnesota 11.37 7.473974
Nevada 10.78 6.625314
"District of Columbia" 6.22 2.18201
Pennsylvania 9.24 5.343974
Mississippi 3.12 -1.015557
Idaho 12.78 8.644443
Arizona 6.0 3.335208
U.S. 7.2 4.098007
"South Carolina" 6.94 2.785314
Arkansas 9.74 5.604442
Minnesota 10.59 6.462932
Pennsylvania 8.0 2.984857
U.S. 7.0 3.130839
Washington 9.75 5.622931
Texas 8.76 4.863975
Kentucky 5.88 1.725314
Delaware 7.92 3.88201
Connecticut 7.78 3.625314
U.S. 7.1 4.018006
U.S. 12.0 7.796205
Florida 7.31 3.413975
Illinois 8.23 4.333974
"West Virginia" 7.44 3.40201
Ohio 8.12 4.223974
U.S. 7.8 4.745576
Alabama 7.88 3.725314
Maryland 6.87 2.715314
U.S. 8.85 4.722932
Colorado 13.01 8.882933
U.S. 8.1 5.067117
California 4.0 2.014922
Kansas 10.51 6.355314
Arizona 9.84 5.712932
Oklahoma 11.97 7.834443
Montana 10.43 6.294443
"New York" 5.45 1.553975
Michigan 11.5 7.427915
"New Mexico" 19.84 15.70444
U.S. 7.0 3.094743
Indiana 9.81 5.682932
Nevada 9.33 5.194442
California 8.99 5.093974
U.S. 8.0 2.202867
Oregon 10.15 5.995314
U.S. 8.0 4.990541
U.S. 5.0 0.6442803
Massachusetts 7.08 2.925314
Tennessee 7.13 2.975314
Missouri 8.54 4.412931
U.S. 5.0 2.64516
U.S. 8.1 5.115431
"New Jersey" 6.52 2.392932
"North Carolina" 8.48 4.352931
Louisiana 3.31 -0.8255574
Virginia 11.95 7.822932
U.S. 7.6 4.65064
Michigan 7.78 3.652932
Michigan 9.0 5.613047
U.S. 9.0 5.068983
Kansas 9.46 5.324442
U.S. 9.0 5.427457
Idaho 15.11 11.07201
Iowa 8.15 3.995314
U.S. 8.0 3.975833
Georgia 8.9 4.745314
Nebraska 11.3 7.164443
Wisconsin 8.31 4.182932
U.S. 9.0 4.331763
U.S. 8.0 4.015577
U.S. 7.2 4.286565
U.S. 11.0 6.269042
U.S. 7.0 2.926668
Connecticut 8.72 4.584443
Mississippi 7.26 3.222011
U.S. 7.0 2.877329
Washington 10.23 6.075314
U.S. 7.3 4.414438
U.S. 7.7 4.853898
Kentucky 7.66 3.524443
Pennsylvania 10.74 6.612931
"South Carolina" 9.06 4.924443
Nevada 12.84 8.802011
U.S. 8.0 3.829071
"New York" 7.16 3.032932
U.S. 7.7 4.899806
U.S. 8.0 3.795284
U.S. 8.0 3.757405
U.S. 8.0 3.77881
Ohio 9.51 5.382932
Texas 9.18 5.052932
U.S. 9.0 3.29265
Oklahoma 12.88 8.84201
Illinois 9.22 5.092932
U.S. 8.7 5.938391
U.S. 8.69 4.535314
Montana 8.0 3.96201
Alabama 5.5 1.364443
Arkansas 9.77 5.73201
Minnesota 9.46 5.305314
U.S. 7.7 4.977418
Tennessee 7.62 3.484443
U.S. 7.0 2.593322
U.S. 7.0 2.553407
Massachusetts 7.53 3.394443
Maryland 8.62 4.484442
U.S. 7.0 2.719058
U.S. 5.8 3.26541
U.S. 7.4 4.721447
"New Mexico" 20.47 16.43201
U.S. 8.0 4.580091
Florida 8.32 4.192931
"North Carolina" 9.6 5.445314
Louisiana 7.4 3.36201
Virginia 10.23 6.075314
"New Jersey" 7.69 3.535314
U.S. 5.9 3.359801
U.S. 7.0 2.639908
U.S. 5.0 2.688338
Georgia 8.54 4.404442
Colorado 11.48 7.325314
Nebraska 8.92 4.88201
Oregon 8.79 4.654442
U.S. 8.0 3.683167
Florida 5.9 1.887414
California 7.93 3.802931
U.S. 6.2 3.658333
U.S. 6.0 3.357866
U.S. 5.7 3.154851
U.S. 5.0 2.407629
U.S. 5.3 2.751198
Arizona 8.7 4.545314
Missouri 8.19 4.035314
Michigan 9.75 5.595314
Indiana 8.61 4.455314
Iowa 6.33 2.194443
U.S. 6.0 3.393171
U.S. 5.2 2.61044
U.S. 8.0 3.519722
Kentucky 7.65 3.61201
Kansas 12.32 8.28201
Pennsylvania 8.12 3.965314
U.S. 5.2 2.62369
U.S. 5.5 2.937015
"South Carolina" 7.42 3.38201
Connecticut 9.18 5.14201
U.S. 6.6 4.057637
Washington 9.69 5.554442
"New York" 6.98 2.825314
U.S. 10.0 4.519536
Wisconsin 9.12 4.965314
U.S. 9.0 3.563924
Ohio 9.55 5.395314
U.S. 4.0 1.72323
U.S. 8.0 3.488509
Minnesota 9.04 4.904442
Texas 7.83 3.675314
Alabama 5.69 1.65201
U.S. 10.0 5.621748
Florida 8.44 4.285314
U.S. 8.74 4.604442
Maryland 8.47 4.43201
U.S. 6.3 3.752123
Oregon 6.13 2.09201
U.S. 6.0 2.887316
"New Jersey" 7.53 3.394443
Virginia 11.18 7.044443
California 8.24 4.085314
Tennessee 9.62 5.58201
Iowa 10.55 6.51201
"North Carolina" 7.87 3.734443
Illinois 9.38 5.225314
Massachusetts 10.02 5.98201
Indiana 9.81 5.674443
U.S. 4.0 1.190324
U.S. 10.0 6.940876
Arizona 11.12 6.984442
Colorado 10.86 6.724442
U.S. 7.0 2.33406
Missouri 8.7 4.564442
Georgia 8.66 4.62201
U.S. 6.0 3.45072
Michigan 7.94 3.804443
U.S. 6.0 3.544765
Pennsylvania 8.22 4.084443
Washington 6.57 2.532011
U.S. 8.0 5.689653
U.S. 9.0 4.448612
U.S. 11.0 5.735973
Minnesota 9.02 4.98201
Wisconsin 6.76 2.624443
U.S. 10.0 4.229362
Texas 8.69 4.554442
"New York" 7.77 3.634443
Virginia 12.4 8.36201
U.S. 8.0 3.340864
Michigan 8.32 4.28201
U.S. 8.59 4.55201
Ohio 7.48 3.344443
U.S. 8.0 3.338519
U.S. 7.6 5.052052
U.S. 8.0 3.338259
U.S. 10.0 4.783866
California 9.69 5.554442
"New Jersey" 6.17 2.13201
Colorado 12.19 8.15201
Florida 7.62 3.484443
U.S. 7.0 2.334661
Illinois 8.84 4.704443
U.S. 9.0 4.410556
Arizona 8.23 4.192009
Indiana 10.97 6.93201
U.S. 7.1 4.558086
"North Carolina" 6.71 2.67201
U.S. 12.0 5.052582
U.S. 11.0 5.241806
U.S. 6.2 3.668507
Missouri 10.27 6.23201
Wisconsin 10.0 5.369988
U.S. 4.0 1.64005
Pennsylvania 7.36 3.322011
U.S. 9.0 4.338784
U.S. 7.2 4.676457
U.S. 10.0 5.328937
U.S. 7.6 5.0785
U.S. 11.0 4.232413
U.S. 7.0 4.473776
Wisconsin 7.63 3.59201
"New York" 6.19 2.15201
U.S. 7.4 4.891818
Ohio 8.2 4.16201
U.S. 8.0 3.340426
Texas 7.77 3.73201
U.S. 7.3 4.7982
U.S. 7.1 4.606546
Florida 7.23 3.19201
California 8.79 4.75201
U.S. 6.1 3.619635
Illinois 9.83 5.79201
U.S. 8.0 3.343265
U.S. 5.0 2.525554
U.S. 7.0 2.343501
U.S. 4.3 1.828542
U.S. 11.0 5.804033
U.S. 4.3 1.839653
U.S. 7.0 2.35379
U.S. 8.1 4.405937
U.S. 4.4 1.944412
California 5.0 -0.6387689
U.S. 4.5 2.053683
U.S. 6.2 3.754528
U.S. 5.7 3.255067
U.S. 6.2 3.751566
U.S. 6.0 1.638138
U.S. 11.0 4.050951
U.S. 6.0 3.547369
U.S. 7.0 2.684047
U.S. 12.0 6.851087
U.S. 8.0 3.382247
U.S. 6.3 3.841731
U.S. 7.0 2.361574
U.S. 9.0 6.083133
U.S. 8.0 3.402247
U.S. 5.8 3.336597
"North Carolina" 8.0 3.99649
U.S. 8.0 3.367671
U.S. 11.0 5.846483
U.S. 7.0 2.429817
U.S. 8.0 3.374441
U.S. 6.0 1.722631
U.S. 5.2 2.730554
U.S. 5.5 3.025784
U.S. 11.0 5.8771
U.S. 7.0 2.451358
U.S. 7.0 2.598679
U.S. 5.3 2.82095
U.S. 8.0 3.474782
U.S. 5.1 2.61186
U.S. 9.0 4.499671
U.S. 5.8 3.302777
U.S. 6.3 3.798586
U.S. 6.0 3.492449
U.S. 8.0 3.534881
U.S. 6.1 3.582029
U.S. 6.0 1.570806
U.S. 10.0 4.79423
U.S. 5.8 3.276436
U.S. 11.0 4.080363
U.S. 9.4 5.263893
U.S. 5.5 2.971347
U.S. 5.6 3.068697
U.S. 5.9 3.374596
U.S. 5.0 2.479734
U.S. 5.7 3.173303
U.S. 6.3 3.764572
U.S. 7.0 2.761658
U.S. 6.3 3.756841
U.S. 6.0 3.44557
U.S. 6.0 1.805688
U.S. 7.4 4.834549
U.S. 6.0 1.842107
U.S. 7.0 4.426437
U.S. 11.0 4.212362
U.S. 6.7 4.118843
U.S. 6.8 4.210253
U.S. 8.0 4.931019
U.S. 10.4 6.272226
U.S. 7.1 4.501569
U.S. 8.0 4.887254
U.S. 10.0 3.47435
U.S. 10.0 4.744376
U.S. 9.0 2.633948
U.S. 6.5 3.891886
U.S. 9.8 5.994699
U.S. 10.0 3.649055
U.S. 10.0 4.605199
U.S. 8.2 5.583876
U.S. 10.0 3.670708
U.S. 11.0 4.736586
U.S. 9.0 2.738663
U.S. 9.0 2.676667
U.S. 9.0 2.695518
U.S. 9.0 2.615775
U.S. 9.0 2.572802
Florida 7.0 3.373791
"North Carolina" 7.0 4.706789
Wisconsin 8.0 3.850746
Utah 14.51 11.45088
Florida 7.0 2.779055
Pennsylvania 9.0 4.779054
Ohio 8.0 3.779055
Utah 23.0 16.05619
Wisconsin 9.0 4.524998
Utah 8.4 7.907948
Utah 6.33 5.01572
Utah 13.0 10.4243
"North Carolina" 3.0 0.417719
Utah 16.75 13.39149
"North Carolina" 7.0 1.984857
Florida 7.0 1.984857
Florida 9.0 3.610212
Florida 7.0 2.858895
Kansas 8.0 5.560062
California 7.0 3.409773
Pennsylvania 9.0 4.858894
Ohio 9.0 3.984857
Utah 16.0 13.26657
Utah 16.0 13.04706
Utah 15.32 11.19293
"North Carolina" 4.0 1.620082
U.S. 6.0 1.877412
"North Carolina" 9.0 3.610212
Florida 4.0 1.513923
Utah 13.26 9.105315
Pennsylvania 6.0 3.513923
Ohio 7.0 2.858895
Utah 10.89 9.001148
Utah 11.45 8.873705
Utah 10.92 8.655429
Utah 8.38 4.719724
Utah 12.93 8.794443
Utah 13.75 9.71201
Utah 9.31 5.413975
Pennsylvania 7.0 3.373791
Utah 10.0 6.31484
U.S. 6.0 1.842107
U.S. 3.0 3.364997
Virginia 6.0 6.364997
U.S. 6.18 5.659269
Florida 2.0 1.798073
U.S. 6.0 3.586243
U.S. 7.0 6.159683
U.S. 4.2 3.149499
Pennsylvania 3.0 3.42456
U.S. 6.3 6.419217
U.S. 5.0 4.182951
Florida 4.0 2.703054
California 5.0 3.259861
U.S. 7.0 5.776058
"North Carolina" 8.0 6.487457
Florida 5.0 3.487457
U.S. 6.0 5.158158
Florida 4.0 3.029633
Pennsylvania 5.0 6.364024
Pennsylvania 6.0 4.447204
U.S. 8.0 6.248224
U.S. 5.9 5.37927
Colorado 7.0 8.364023
U.S. 4.0 4.968608
Arizona 4.0 5.364024
U.S. 2.0 2.15184
"North Carolina" 3.0 4.364024
U.S. 5.0 5.254817
U.S. 6.0 3.303277
Missouri 4.0 4.348742
"New Hampshire" 10.0 7.947066
Pennsylvania 3.0 4.106138
Ohio 3.0 4.106138
"North Carolina" 2.0 3.106138
Wisconsin 4.0 5.106138
"North Carolina" 8.0 6.162663
"New Mexico" 9.0 9.980607
Arizona 5.0 4.226883
Virginia 3.0 4.106138
Iowa 4.0 2.972625
Virginia 3.0 2.978154
Minnesota 5.0 5.082613
U.S. 7.0 5.373827
Texas 5.0 5.684068
U.S. 3.9 4.291473
Florida 6.0 4.640591
Florida 2.0 3.106138
Maine 5.0 4.978154
Georgia 7.0 4.436431
Nevada 10.0 7.947066
"New Hampshire" 6.0 6.045146
Texas 2.96 3.240567
Pennsylvania 4.0 4.136001
California 7.0 4.436431
Florida 1.0 1.15184
Colorado 4.0 5.106138
U.S. 5.0 5.08267
Florida 5.0 2.436431
Georgia 9.0 6.364978
Florida 3.0 3.684068
Georgia 3.0 2.600602
U.S. 7.0 5.338139
"North Carolina" 1.0 1.15184
Virginia 4.0 2.972625
Georgia 8.0 6.972625
U.S. 3.0 1.680653
Ohio 6.0 5.699664
Vermont 5.0 4.732945
Texas 8.0 5.436431
Pennsylvania 6.0 3.436431
"North Carolina" 4.0 4.204249
"North Carolina" 5.0 3.972625
Virginia 8.0 5.436431
"South Carolina" 6.0 3.436431
"New York" 5.0 2.436431
Ohio 9.0 6.436431
Nevada 4.0 5.106138
Maine 5.0 4.374508
Michigan 8.0 5.436431
U.S. 5.0 2.901302
Virginia 5.0 2.89251
"North Carolina" 7.0 4.436431
Missouri 3.0 2.715214
Colorado 11.0 8.436432
U.S. 5.0 3.90705
Missouri 4.0 4.669784
Arizona 8.0 5.436431
"North Carolina" 4.0 3.699664
Kansas 12.0 9.436432
Illinois 5.6 4.411337
U.S. 7.6 6.056035
U.S. 5.0 3.935008
Indiana 4.0 4.586293
Florida 4.95 3.406035
Wisconsin 7.0 4.436431
Michigan 9.0 7.437483
Florida 4.0 2.524159
Utah 7.0 4.436431
California 4.0 3.007958
Nevada 6.0 5.327149
Nevada 3.0 3.023175
Minnesota 6.0 5.181908
U.S. 6.0 4.297273
"New Mexico" 17.0 14.43643
Iowa 10.0 7.436431
Illinois 2.0 1.978154
"South Dakota" 6.0 5.82094
"New Hampshire" 8.0 8.326749
Texas 7.0 5.375399
Montana 11.0 9.29562
Illinois 8.0 5.436431
Washington 1.0 1.411052
Illinois 6.0 5.469717
Utah 4.0 3.413439
Nevada 12.0 9.436432
Nevada 3.0 2.699664
Pennsylvania 6.0 3.758276
"North Carolina" 2.6 2.284171
Kentucky 1.0 1.563388
"New Hampshire" 6.0 5.304248
Arizona 3.0 3.116801
Pennsylvania 6.0 5.560099
Idaho 6.0 5.580912
Utah 4.0 3.483825
U.S. 8.0 5.236291
Massachusetts 4.0 4.8032
"North Carolina" 6.0 5.077276
Utah 7.0 6.456931
Massachusetts 7.0 4.436431
Florida 4.0 3.699664
"New Hampshire" 7.0 6.912387
"New York" 5.0 2.441866
"North Carolina" 4.0 1.817588
Maine 9.0 7.832562
Louisiana 2.0 0.847163
Minnesota 9.0 6.436431
Ohio 4.0 1.817588
Nevada 4.0 3.821003
Washington 7.0 4.436431
Ohio 9.0 5.939199
Oregon 7.0 4.436431
Maryland 6.0 3.436431
"New Hampshire" 6.0 6.109482
Michigan 3.0 2.560099
"New Jersey" 4.0 1.436432
Wisconsin 9.0 5.894466
Alaska 11.0 10.20655
Utah 5.0 3.320669
Florida 3.0 3.109482
"North Carolina" 5.0 5.109482
Nevada 9.0 9.109482
Ohio 4.0 4.109482
Pennsylvania 5.0 5.109482
Michigan 6.0 6.175574
Arizona 4.0 3.77032
Georgia 5.0 4.616365
Oregon 6.0 4.790206
Pennsylvania 8.0 5.670558
Wisconsin 1.0 0.6292431
Texas 4.0 2.458691
"New Hampshire" 10.0 7.436431
Indiana 10.0 7.436431
Mississippi 6.0 3.436431
Texas 3.0 1.790206
Nevada 7.0 4.817588
Missouri 10.0 7.436431
Idaho 9.0 8.20655
Colorado 10.0 7.967087
"North Carolina" 4.0 3.627847
Kansas 7.0 5.935009
"North Carolina" 8.0 5.68469
Wisconsin 9.0 8.832819
"Maine CD-1" 4.2 4.178154
"Maine CD-2" 6.3 6.278154
Florida 6.0 3.68469
Florida 4.0 1.967087
Pennsylvania 6.0 3.967087
Georgia 8.0 5.68469
U.S. 8.0 5.175954
Vermont 7.0 5.758524
U.S. 6.0 4.736274
"North Carolina" 5.0 3.701481
Colorado 6.0 4.748384
Connecticut 5.0 2.436431
Tennessee 6.0 3.436431
Ohio 6.0 3.967087
Oklahoma 4.5 4.04845
Virginia 9.0 6.68469
Indiana 5.0 4.753922
Missouri 5.0 3.563384
"North Carolina" 6.0 3.220241
Iowa 6.0 3.486321
"New Hampshire" 4.4 4.673028
Alabama 5.0 2.436431
Arkansas 5.0 2.436431
Louisiana 4.8 3.444928
Pennsylvania 7.0 4.012131
"South Dakota" 7.0 6.518785
Massachusetts 9.0 6.695592
Oklahoma 12.0 9.436432
Alaska 7.0 6.961997
Hawaii 7.0 4.436431
Pennsylvania 6.0 2.546227
Ohio 2.0 1.935149
Delaware 6.0 3.436431
Ohio 5.0 4.351621
Wisconsin 4.0 3.351621
Florida 2.7 2.204916
Idaho 10.0 7.436431
Wisconsin 6.0 5.078749
Ohio 7.0 4.012131
Michigan 7.0 6.591312
U.S. 7.0 4.257544
Vermont 10.0 7.436431
Nevada 7.0 5.988911
Ohio 9.5 6.602375
Kentucky 8.0 5.436431
U.S. 5.0 3.236206
Louisiana 5.0 2.436431
Maine 6.0 3.436431
"Rhode Island" 7.0 4.436431
Indiana 10.0 7.012131
"Maine CD-2" 6.0 5.374508
"South Dakota" 7.0 5.946169
Nebraska 10.0 7.436431
Arkansas 3.5 3.139709
Montana 11.0 8.436432
"Maine CD-1" 8.9 7.732562
U.S. 6.0 4.285483
Oregon 5.0 3.173425
"Maine CD-1" 4.0 3.374508
Ohio 5.0 3.871803
"Nebraska CD-2" 8.0 6.37729
Georgia 2.6 1.350234
Louisiana 7.0 4.972578
Alaska 7.0 6.147393
Oregon 7.0 4.556349
Iowa 10.0 7.012131
Nevada 10.0 7.419034
"New Hampshire" 11.0 8.408521
Maryland 4.0 1.61339
Wyoming 9.0 6.973026
"North Carolina" 9.0 5.939199
Arizona 6.5 4.559314
Oregon 4.0 2.151199
Georgia 4.3 3.221504
"Maine CD-2" 8.4 7.232562
"New Hampshire" 8.0 6.44192
Vermont 4.0 3.028447
Wisconsin 4.0 3.048846
Michigan 10.3 7.391589
Indiana 9.0 7.214922
Louisiana 4.0 2.416135
Florida 2.8 1.550234
Virginia 3.0 2.191536
Utah 9.0 7.207364
Illinois 5.8 4.213805
"District of Columbia" 3.0 0.4364316
Illinois 4.7 2.407853
Pennsylvania 4.0 2.177111
Florida 5.0 2.882189
"West Virginia" 6.0 3.436431
Georgia 1.9 1.178993
Ohio 6.0 3.83288
California 6.51 5.989269
Kentucky 5.7 3.265594
Texas 7.74 7.219269
"North Carolina" 5.2 4.583606
Indiana 9.0 7.689724
"New York" 5.21 4.689269
Alaska 13.0 10.43643
"South Dakota" 16.0 13.43643
Florida 3.37 2.849269
Illinois 7.16 6.639269
U.S. 8.0 4.809037
"New Mexico" 14.0 12.06496
"New Hampshire" 9.0 6.803062
Wisconsin 4.0 2.151199
"New Hampshire" 10.0 8.563384
California 4.0 2.3508
Florida 5.0 4.341185
Pennsylvania 6.0 4.351995
"New Jersey" 5.82 5.29927
"North Dakota" 12.0 9.436432
Pennsylvania 4.27 3.749269
Florida 7.0 4.451234
Tennessee 7.0 4.552878
Ohio 6.46 5.939269
Tennessee 7.0 3.556312
Nevada 4.0 3.078939
Missouri 5.0 3.561995
U.S. 10.0 5.98352
Nevada 8.0 5.11432
U.S. 6.0 3.497705
Pennsylvania 4.0 2.563384
Wisconsin 5.29 4.769269
Indiana 6.23 5.70927
U.S. 4.0 4.219661
Virginia 7.0 5.351995
Minnesota 7.26 6.739269
U.S. 7.0 3.947544
Wyoming 10.0 7.436431
Indiana 11.0 7.896905
Utah 14.0 10.44925
Ohio 8.2 5.586449
Arizona 8.3 6.002087
Missouri 3.86 3.339269
"North Carolina" 5.27 4.749269
Virginia 7.0 5.573951
Florida 5.0 1.486816
Washington 6.59 6.069269
U.S. 6.0 4.323924
Colorado 12.0 10.35803
Michigan 7.19 6.66927
Virginia 5.73 5.20927
Arizona 7.21 6.689269
"Rhode Island" 5.0 2.487712
Colorado 10.06 9.539269
Alaska 10.0 8.658907
U.S. 9.8 5.770264
Texas 7.0 7.326749
"New York" 7.0 2.836949
U.S. 8.0 5.589259
"New Jersey" 6.0 3.700187
Georgia 5.31 4.789269
Virginia 7.0 4.802256
"New Hampshire" 5.0 3.931223
Maryland 6.35 5.829269
Missouri 5.0 3.573951
Colorado 13.0 9.60253
Colorado 6.0 4.351995
Massachusetts 6.92 6.399269
California 3.0 0.9458193
Arizona 9.0 6.487712
Pennsylvania 6.0 2.60253
"North Carolina" 8.0 4.853415
U.S. 4.0 4.086506
"North Carolina" 5.0 3.131155
Alabama 3.79 3.269269
Iowa 4.54 4.019269
Oregon 9.38 8.859269
"New Mexico" 24.0 19.2778
Ohio 5.0 3.09585
Tennessee 6.3 5.779269
Idaho 10.0 7.765735
Illinois 6.0 3.557228
Nevada 4.0 3.942621
Oregon 8.0 4.923587
Washington 10.0 6.974477
U.S. 10.0 5.657505
Washington 7.1 4.164673
Nebraska 7.3 4.364673
"South Carolina" 6.69 6.16927
Pennsylvania 5.0 3.030094
U.S. 7.0 4.867275
Connecticut 6.19 5.66927
Kentucky 5.87 5.349269
Wisconsin 7.8 5.188923
Colorado 5.0 4.942621
Florida 2.0 1.942621
Kansas 5.54 5.019269
Ohio 6.0 2.630322
Minnesota 4.0 2.271187
Colorado 7.0 4.960928
"North Carolina" 6.0 2.630322
Colorado 10.0 7.049764
"New Hampshire" 7.0 3.09191
U.S. 5.0 3.468428
U.S. 4.0 3.946941
Virginia 8.0 5.024459
Arizona 5.0 4.754819
"New Hampshire" 11.0 7.347796
U.S. 8.0 5.066782
Arizona 5.0 3.109755
Nevada 8.0 4.630322
Virginia 3.0 2.942621
Ohio 8.0 5.130595
California 6.0 4.128718
Delaware 7.0 4.447251
Ohio 4.0 3.942621
Montana 7.0 5.117361
Louisiana 6.1 5.579269
U.S. 8.0 4.293297
Ohio 10.0 6.370197
Wisconsin 5.0 4.942621
Pennsylvania 5.0 4.942621
"North Carolina" 3.0 2.942621
Tennessee 5.0 2.731239
Oklahoma 6.13 5.609269
Nevada 6.6 5.139219
Massachusetts 7.0 4.242951
U.S. 11.0 7.757193
Alaska 17.9 12.9741
Mississippi 4.12 3.599269
"New Mexico" 14.47 13.94927
U.S. 4.0 3.818277
Utah 8.8 5.638617
Nebraska 3.98 3.459269
Massachusetts 9.0 7.394507
Michigan 10.0 6.697257
U.S. 6.0 5.39711
Ohio 6.0 3.533326
Nevada 9.73 9.209269
Arkansas 10.86 10.33927
U.S. 8.0 6.547231
Florida 2.0 0.6733271
Florida 3.0 2.438844
Ohio 6.0 5.438845
Pennsylvania 5.0 4.438845
"North Carolina" 6.0 5.438845
U.S. 5.0 4.691091
Florida 6.0 2.831199
Montana 8.7 8.179269
Maine 9.0 6.153512
"North Carolina" 5.0 3.011841
Maryland 6.0 2.961745
Florida 5.0 2.097043
Minnesota 6.0 3.508512
"North Carolina" 9.0 6.479284
Pennsylvania 5.0 2.097043
Florida 6.0 2.125303
"New Hampshire" 13.0 9.564135
Pennsylvania 4.0 3.351621
"North Carolina" 11.0 6.873102
Ohio 6.0 3.097043
Idaho 8.01 7.489269
Kansas 9.0 6.283125
Nevada 9.0 6.487712
U.S. 5.0 4.549024
Utah 5.0 3.366177
Georgia 5.0 2.857404
"North Carolina" 7.0 4.097043
Pennsylvania 8.0 3.368428
Florida 3.0 1.192232
Georgia 10.0 5.302505
U.S. 5.0 0.8599381
