id,release_date,title,vote_average,vote_count,Label
50848,2010-11-24,The Names of Love,7.3,93,good
492,1999-09-30,Being John Malkovich,7.3,1101,good
119450,2014-06-26,Dawn of the Planet of the Apes,7.3,4410,good
10549,1996-12-25,Hamlet,7.3,117,good
616,2003-12-05,The Last Samurai,7.3,1895,good
7863,1996-01-21,Shine,7.3,131,good
819,1996-10-18,Sleepers,7.3,715,good
17654,2009-08-05,District 9,7.3,3382,good
5723,2007-03-23,Once,7.3,453,good
22908,1999-08-23,A Room for Romeo Brass,7.3,18,good
25248,2004-09-11,Saint Ralph,7.3,24,good
134,2000-08-30,"O Brother, Where Art Thou?",7.3,1112,good
4922,2008-11-24,The Curious Case of Benjamin Button,7.3,3292,good
7979,2007-10-14,The Kite Runner,7.3,394,good
184,1997-12-24,Jackie Brown,7.3,1514,good
21612,1996-01-26,The Funeral,7.3,31,good
1391,2001-06-08,Y Tu Mamá También,7.3,315,good
7214,2005-01-14,Coach Carter,7.3,496,good
2034,2001-10-05,Training Day,7.3,1634,good
14283,1998-09-10,The Red Violin,7.3,99,good
11644,1981-07-24,Blow Out,7.3,236,good
106,1987-06-11,Predator,7.3,2093,good
87943,2005-09-03,Sisters in Law,7.3,2,good
281957,2015-12-25,The Revenant,7.3,6396,good
2503,2007-08-03,The Bourne Ultimatum,7.3,2888,good
522,1994-09-27,Ed Wood,7.3,630,good
11202,1970-01-25,Patton,7.3,323,good
45138,1969-04-01,Machine Gun McCain,7.3,6,good
154,1982-06-03,Star Trek II: The Wrath of Khan,7.3,675,good
12163,2008-09-07,The Wrestler,7.3,1000,good
3580,2008-01-30,Changeling,7.3,1131,good
36557,2006-11-14,Casino Royale,7.3,3855,good
921,2005-06-02,Cinderella Man,7.3,616,good
802,1962-06-13,Lolita,7.3,395,good
225235,2013-07-26,The Geographer Drank His Globe Away,7.3,23,good
219,2006-03-16,Volver,7.3,406,good
249164,2014-08-21,If I Stay,7.3,1368,good
10377,1992-03-13,My Cousin Vinny,7.3,384,good
639,1989-07-21,When Harry Met Sally...,7.3,950,good
10925,1985-05-15,The Return of the Living Dead,7.3,267,good
25209,1950-05-17,Annie Get Your Gun,7.3,22,good
1904,2005-12-06,Memoirs of a Geisha,7.3,652,good
687,1995-12-29,Dead Man Walking,7.3,337,good
370980,2015-12-03,Chiamatemi Francesco - Il Papa della gente,7.3,12,good
132316,2012-11-13,Jab Tak Hai Jaan,7.3,66,good
16858,1979-12-20,All That Jazz,7.3,85,good
74643,2011-05-15,The Artist,7.3,1049,good
1949,2007-03-02,Zodiac,7.3,2023,good
99861,2015-04-22,Avengers: Age of Ultron,7.3,6767,good
94329,2011-09-08,The Raid,7.3,1055,good
4147,2002-07-12,Road to Perdition,7.3,1077,good
218,1984-10-26,The Terminator,7.3,4128,good
2359,2007-05-18,Sicko,7.3,235,good
228205,2015-04-09,The Longest Ride,7.3,1064,good
26791,2001-03-30,Brigham City,7.3,4,good
109445,2013-11-27,Frozen,7.3,5295,good
18,1997-05-07,The Fifth Element,7.3,3885,good
157354,2013-07-25,Fruitvale Station,7.3,390,good
388,2006-03-23,Inside Man,7.3,1630,good
9495,1994-05-11,The Crow,7.3,953,good
304357,2015-04-10,Woman in Gold,7.3,440,good
2009,2007-08-24,"4 Months, 3 Weeks and 2 Days",7.3,156,good
153,2003-08-31,Lost in Translation,7.3,1895,good
863,1999-10-30,Toy Story 2,7.3,3806,good
375290,2016-01-22,Airlift,7.3,57,good
114150,2012-09-28,Pitch Perfect,7.3,2247,good
808,2001-05-16,Shrek,7.3,4056,good
766,1992-10-09,Army of Darkness,7.3,838,good
26899,2003-01-17,The Mudge Boy,7.3,23,good
1372,2006-12-07,Blood Diamond,7.3,2281,good
16448,1996-01-31,Waiting for Guffman,7.3,63,good
1579,2006-12-07,Apocalypto,7.3,1221,good
21641,2009-03-27,The Damned United,7.2,152,good
5503,1993-08-06,The Fugitive,7.2,1220,good
79,2002-12-19,Hero,7.2,635,good
756,1940-11-13,Fantasia,7.2,808,good
44264,2010-12-22,True Grit,7.2,1668,good
12207,1994-02-03,The Legend of Drunken Master,7.2,242,good
18602,2002-01-01,Morvern Callar,7.2,34,good
187,2005-04-01,Sin City,7.2,2691,good
2666,1998-02-27,Dark City,7.2,828,good
11499,2008-10-15,Frost/Nixon,7.2,328,good
621,1978-07-07,Grease,7.2,1581,good
226,1999-09-02,Boys Don't Cry,7.2,353,good
296098,2015-10-15,Bridge of Spies,7.2,2583,good
1677,2004-10-29,Ray,7.2,467,good
658,1964-09-17,Goldfinger,7.2,987,good
22881,2009-11-20,The Blind Side,7.2,1597,good
319888,2016-02-26,Eddie the Eagle,7.2,661,good
1913,2004-09-03,The Sea Inside,7.2,219,good
11577,1973-05-23,Pat Garrett & Billy the Kid,7.2,65,good
1429,2002-12-16,25th Hour,7.2,629,good
205587,2014-10-08,The Judge,7.2,1417,good
121986,2013-05-17,Frances Ha,7.2,345,good
628,1994-11-11,Interview with the Vampire,7.2,1516,good
2898,1997-12-19,As Good as It Gets,7.2,915,good
19913,2009-07-17,(500) Days of Summer,7.2,2904,good
308639,2015-06-19,Dope,7.2,691,good
8741,1998-12-25,The Thin Red Line,7.2,771,good
22803,2009-10-15,Law Abiding Citizen,7.2,1486,good
5236,2005-09-05,Kiss Kiss Bang Bang,7.2,886,good
53457,2010-09-16,Sarah's Key,7.2,196,good
9516,1993-05-26,Menace II Society,7.2,173,good
10400,1999-09-17,The Hurricane,7.2,396,good
1813,1997-10-17,The Devil's Advocate,7.2,1374,good
2252,2007-09-14,Eastern Promises,7.2,848,good
11072,1974-02-07,Blazing Saddles,7.2,609,good
3482,1964-09-21,The Train,7.2,72,good
18785,2009-06-05,The Hangover,7.2,6173,good
11971,1993-05-07,Much Ado About Nothing,7.2,189,good
13007,2008-10-01,Religulous,7.2,197,good
7913,2006-01-26,Rang De Basanti,7.2,97,good
16633,1980-10-02,Somewhere in Time,7.2,102,good
8374,1999-01-22,The Boondock Saints,7.2,837,good
177,1991-09-09,The Fisher King,7.2,341,good
20,2003-03-07,My Life Without Me,7.2,77,good
203,1973-10-02,Mean Streets,7.2,345,good
12162,2008-10-10,The Hurt Locker,7.2,1840,good
8681,2008-02-18,Taken,7.2,4369,good
239571,2014-10-16,The Best of Me,7.2,765,good
1251,2006-12-19,Letters from Iwo Jima,7.2,541,good
1368,1982-10-22,First Blood,7.2,1488,good
10437,1992-12-10,The Muppet Christmas Carol,7.2,212,good
18947,2009-04-01,The Boat That Rocked,7.2,666,good
866,2004-10-17,Finding Neverland,7.2,1223,good
794,1976-06-06,The Omen,7.2,476,good
19995,2009-12-10,Avatar,7.2,11800,good
4107,2002-01-16,Bloody Sunday,7.2,53,good
1282,2001-01-18,Dogtown and Z-Boys,7.2,52,good
855,2001-12-28,Black Hawk Down,7.2,1811,good
8055,2008-12-10,The Reader,7.2,813,good
11426,1953-08-04,From Here to Eternity,7.2,133,good
34106,1938-08-23,You Can't Take It With You,7.2,79,good
9016,2002-11-26,Treasure Planet,7.2,948,good
11688,2000-12-09,The Emperor's New Groove,7.2,1490,good
86829,2013-10-06,Inside Llewyn Davis,7.2,834,good
104,1998-08-20,Run Lola Run,7.2,664,good
14358,2005-05-13,Mad Hot Ballroom,7.2,8,good
87827,2012-11-20,Life of Pi,7.2,5797,good
146,2000-10-01,"Crouching Tiger, Hidden Dragon",7.2,927,good
37903,2009-05-21,The White Ribbon,7.2,255,good
33511,2009-12-25,Nowhere Boy,7.2,244,good
1640,2004-01-13,Crash,7.2,1149,good
32274,1999-12-10,Cradle Will Rock,7.2,18,good
11457,2001-10-25,Life as a House,7.2,120,good
16769,1980-03-07,Coal Miner's Daughter,7.2,67,good
9289,1962-09-25,The Longest Day,7.2,234,good
185008,2013-05-31,Yeh Jawaani Hai Deewani,7.2,79,good
9013,1988-07-20,Midnight Run,7.2,238,good
77016,2012-09-20,End of Watch,7.2,1170,good
167073,2015-10-20,Brooklyn,7.2,1213,good
3766,1947-12-24,The Lady from Shanghai,7.2,102,good
22538,2010-07-27,Scott Pilgrim vs. the World,7.2,2126,good
176,2004-10-01,Saw,7.2,2184,good
11661,2005-11-09,Joyeux Noël,7.2,212,good
10994,2002-10-11,White Oleander,7.2,108,good
46829,2010-10-26,Barney's Version,7.2,129,good
12877,2004-09-29,Dead Man's Shoes,7.2,151,good
45317,2010-12-17,The Fighter,7.2,1486,good
30497,1974-10-01,The Texas Chain Saw Massacre,7.2,590,good
293670,2016-05-12,The Wailing,7.2,250,good
34647,2009-05-05,Enter the Void,7.2,387,good
7944,2008-02-07,Shine a Light,7.2,44,good
840,1977-11-16,Close Encounters of the Third Kind,7.2,1098,good
853,2001-03-13,Enemy at the Gates,7.2,999,good
161,2001-12-07,Ocean's Eleven,7.2,3783,good
2502,2004-07-23,The Bourne Supremacy,7.2,2825,good
13508,2006-08-04,Who Killed the Electric Car?,7.2,59,good
686,1997-07-11,Contact,7.2,1308,good
201132,2013-09-05,Antarctica: A Year on Ice,7.2,29,good
4584,1995-12-13,Sense and Sensibility,7.2,352,good
65754,2011-12-14,The Girl with the Dragon Tattoo,7.2,2434,good
10950,2001-12-28,I Am Sam,7.2,530,good
1883,1992-11-18,Malcolm X,7.2,370,good
9075,2006-09-01,Black Book,7.2,277,good
4476,1994-12-16,Legends of the Fall,7.2,619,good
178862,2013-02-20,Aroused,7.2,11,good
76341,2015-05-13,Mad Max: Fury Road,7.2,9427,good
273481,2015-09-17,Sicario,7.2,2416,good
470,2003-09-06,21 Grams,7.2,918,good
1669,1990-03-02,The Hunt for Red October,7.2,957,good
10734,1979-06-22,Escape from Alcatraz,7.2,561,good
1878,1998-05-22,Fear and Loathing in Las Vegas,7.2,1301,good
4816,1999-09-13,Ghost Dog: The Way of the Samurai,7.2,298,good
377,1984-11-14,A Nightmare on Elm Street,7.2,1180,good
9918,2006-01-13,Glory Road,7.2,144,good
132363,2013-08-16,The Butler,7.2,1101,good
3933,2005-09-09,Corpse Bride,7.2,1894,good
19908,2009-10-07,Zombieland,7.2,3550,good
12901,2007-07-27,No End in Sight,7.2,23,good
9470,2004-02-10,Kung Fu Hustle,7.2,831,good
15067,2008-07-16,"The Good, The Bad, The Weird",7.1,193,good
18254,1981-12-25,Reds,7.1,67,good
242,1990-12-24,The Godfather: Part III,7.1,1546,good
54580,2002-09-27,Mondays in the Sun,7.1,36,good
70670,2011-08-04,Headhunters,7.1,399,good
881,1992-12-11,A Few Good Men,7.1,877,good
12289,2008-07-10,Red Cliff,7.1,205,good
23483,2010-03-22,Kick-Ass,7.1,4645,good
473,1998-07-10,Pi,7.1,586,good
9821,1998-10-23,The Mighty,7.1,51,good
6537,2007-08-27,The Orphanage,7.1,633,good
11934,1994-03-11,The Hudsucker Proxy,7.1,275,good
1443,1999-04-21,The Virgin Suicides,7.1,817,good
1491,2006-08-18,The Illusionist,7.1,1615,good
37799,2010-09-30,The Social Network,7.1,3391,good
14902,1972-11-09,1776,7.1,20,good
2841,2004-10-26,A Very Long Engagement,7.1,346,good
28089,2009-11-13,The Messenger,7.1,119,good
16608,2005-10-06,The Proposition,7.1,218,good
122917,2014-12-10,The Hobbit: The Battle of the Five Armies,7.1,4760,good
271110,2016-04-27,Captain America: Civil War,7.1,7241,good
206563,2014-10-09,Trash,7.1,242,good
14202,2006-12-09,The Painted Veil,7.1,312,good
9361,1992-09-25,The Last of the Mohicans,7.1,732,good
6978,1986-05-30,Big Trouble in Little China,7.1,705,good
11544,2002-06-21,Lilo & Stitch,7.1,1314,good
2832,2003-04-25,Identity,7.1,1061,good
156022,2014-09-24,The Equalizer,7.1,2954,good
9473,1999-06-30,"South Park: Bigger, Longer & Uncut",7.1,893,good
6968,2008-09-24,The Baader Meinhof Complex,7.1,157,good
9388,2005-09-05,Thank You for Smoking,7.1,664,good
257211,2015-09-24,The Intern,7.1,1881,good
573,1972-05-25,Frenzy,7.1,158,good
6114,1992-11-13,Dracula,7.1,1056,good
813,1980-07-02,Airplane!,7.1,1074,good
16158,1999-07-16,The Wood,7.1,34,good
66125,2011-08-04,Red Dog,7.1,83,good
196,1990-05-25,Back to the Future Part III,7.1,2900,good
9550,2004-05-19,House of Flying Daggers,7.1,439,good
40652,1964-12-04,The Married Woman,7.1,20,good
8337,1988-11-23,They Live,7.1,550,good
82690,2012-11-01,Wreck-It Ralph,7.1,4570,good
462,2000-03-17,Erin Brockovich,7.1,716,good
147773,2013-06-06,The Way Way Back,7.1,688,good
167,2001-10-22,K-PAX,7.1,695,good
15250,2007-11-27,This Christmas,7.1,29,good
861,1990-06-01,Total Recall,7.1,1710,good
51497,2011-04-20,Fast Five,7.1,2438,good
2355,2007-03-23,Reign Over Me,7.1,334,good
10024,2009-06-26,My Sister's Keeper,7.1,598,good
24662,1997-03-26,Cats Don't Dance,7.1,24,good
11509,1985-07-10,Silverado,7.1,146,good
323677,2016-02-19,Race,7.1,478,good
177677,2015-07-23,Mission: Impossible - Rogue Nation,7.1,3224,good
68734,2012-10-11,Argo,7.1,3423,good
10858,1995-12-22,Nixon,7.1,71,good
1548,2001-07-20,Ghost World,7.1,426,good
11687,1993-01-27,The Visitors,7.1,420,good
81188,2012-11-21,Rise of the Guardians,7.1,1922,good
1262,2006-09-09,Stranger Than Fiction,7.1,721,good
306745,2015-10-02,Freeheld,7.1,164,good
979,2002-05-22,Irreversible,7.1,538,good
62204,1981-12-15,Quest for Fire,7.1,109,good
328387,2016-07-27,Nerve,7.1,2181,good
10139,2008-11-26,Milk,7.1,612,good
239563,2014-10-09,St. Vincent,7.1,763,good
451,1995-10-27,Leaving Las Vegas,7.1,360,good
180,2002-06-20,Minority Report,7.1,2608,good
4688,2007-09-14,Across the Universe,7.1,410,good
76758,2011-12-15,The Flowers of War,7.1,187,good
4518,1998-09-13,Elizabeth,7.1,334,good
3131,2002-12-14,Gangs of New York,7.1,1910,good
5123,2007-11-21,August Rush,7.1,797,good
1088,2003-01-30,Whale Rider,7.1,111,good
9045,2002-02-13,Amen.,7.1,75,good
29193,1997-09-08,The Spanish Prisoner,7.1,73,good
49538,2011-05-24,X-Men: First Class,7.1,5181,good
9459,1970-03-26,Woodstock,7.1,66,good
1621,1983-06-07,Trading Places,7.1,738,good
6615,2007-10-12,Lars and the Real Girl,7.1,509,good
64720,2011-11-25,Take Shelter,7.1,471,good
45612,2011-03-30,Source Code,7.1,2699,good
31175,2009-09-09,Soul Kitchen,7.1,116,good
837,1983-02-04,Videodrome,7.1,454,good
421,2004-12-10,The Life Aquatic with Steve Zissou,7.1,775,good
801,1987-12-23,"Good Morning, Vietnam",7.1,642,good
180383,2012-10-04,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,17,good
1895,2005-05-17,Star Wars: Episode III - Revenge of the Sith,7.1,4116,good
713,1993-05-19,The Piano,7.1,281,good
22617,2000-09-01,Dinner Rush,7.1,19,good
9464,1998-01-20,Buffalo '66,7.1,166,good
46849,2007-08-24,Eye of the Dolphin,7.1,7,good
11153,1983-07-28,National Lampoon's Vacation,7.1,410,good
8329,2007-04-10,[REC],7.1,934,good
20352,2010-07-08,Despicable Me,7.1,6478,good
425,2002-03-10,Ice Age,7.1,3857,good
13909,1949-10-22,She Wore a Yellow Ribbon,7.1,61,good
82695,2012-12-18,Les Misérables,7.1,1884,good
170,2002-10-31,28 Days Later,7.1,1777,good
203801,2015-08-13,The Man from U.N.C.L.E.,7.1,2265,good
771,1990-11-09,Home Alone,7.1,2414,good
72914,2010-04-16,"Fat, Sick & Nearly Dead",7.1,47,good
26371,1987-09-18,Maurice,7.1,61,good
2270,2007-08-09,Stardust,7.1,1184,good
2756,1989-08-09,The Abyss,7.1,808,good
209274,2013-10-25,Ida,7.1,260,good
2771,2003-08-15,American Splendor,7.1,120,good
345,1999-07-14,Eyes Wide Shut,7.1,1234,good
181330,2013-07-03,Kevin Hart: Let Me Explain,7.1,95,good
468,1991-10-17,My Own Private Idaho,7.1,212,good
401,2004-07-28,Garden State,7.1,618,good
26039,1967-08-30,Point Blank,7.1,95,good
1116,2006-05-18,The Wind That Shakes the Barley,7.1,154,good
87,1984-05-23,Indiana Jones and the Temple of Doom,7.1,2781,good
1427,2006-09-13,Perfume: The Story of a Murderer,7.1,1165,good
4011,1988-02-29,Beetlejuice,7.1,1444,good
48034,2010-10-20,Little White Lies,7.1,380,good
12109,2004-09-12,It's All Gone Pete Tong,7.1,52,good
14325,2008-10-10,The Express,7.1,71,good
11516,2001-12-12,Winged Migration,7.0,49,good
13518,2008-11-14,Fuel,7.0,3,good
57212,2011-12-25,War Horse,7.0,992,good
300671,2016-01-13,13 Hours: The Secret Soldiers of Benghazi,7.0,938,good
57294,2009-06-01,Crying with Laughter,7.0,1,good
590,2002-12-27,The Hours,7.0,451,good
49471,1996-10-16,Get on the Bus,7.0,11,good
116584,2006-04-24,Valley of the Heart's Delight,7.0,1,good
10647,2000-10-12,Pay It Forward,7.0,432,good
6106,1986-04-23,Salvador,7.0,71,good
72570,2012-02-05,The Vow,7.0,1293,good
13807,2006-09-06,Exiled,7.0,46,good
5900,1996-03-21,The Dress,7.0,3,good
1538,2004-08-04,Collateral,7.0,1451,good
187017,2014-06-05,22 Jump Street,7.0,3319,good
32579,2008-03-20,Under the Same Moon,7.0,28,good
12149,2001-11-17,Frailty,7.0,334,good
50348,2011-03-17,The Lincoln Lawyer,7.0,902,good
7304,2006-01-06,Running Scared,7.0,331,good
10312,1998-12-25,Patch Adams,7.0,832,good
61791,2011-08-03,Rise of the Planet of the Apes,7.0,4347,good
509,1999-05-13,Notting Hill,7.0,1262,good
25186,2009-10-16,Janky Promoters,7.0,5,good
1272,2007-04-05,Sunshine,7.0,1182,good
978,1997-09-12,Seven Years in Tibet,7.0,630,good
49051,2012-11-26,The Hobbit: An Unexpected Journey,7.0,8297,good
44009,2010-11-05,Another Year,7.0,97,good
10501,2000-03-31,The Road to El Dorado,7.0,858,good
11826,2000-09-13,Sexy Beast,7.0,217,good
711,2000-12-21,Finding Forrester,7.0,302,good
11176,1979-05-31,The Muppet Movie,7.0,164,good
50646,2011-07-29,"Crazy, Stupid, Love.",7.0,2443,good
160588,2013-07-25,Blue Jasmine,7.0,1098,good
60308,2011-09-22,Moneyball,7.0,1381,good
11978,2000-09-13,Men of Honor,7.0,544,good
1555,2002-05-17,The Spanish Apartment,7.0,266,good
51828,2011-03-02,One Day,7.0,978,good
291270,2015-12-30,Anomalisa,7.0,459,good
17264,1979-10-17,The Black Stallion,7.0,59,good
43546,1944-07-01,Bathing Beauty,7.0,4,good
8879,1985-06-28,Pale Rider,7.0,251,good
13342,1982-08-13,Fast Times at Ridgemont High,7.0,322,good
13183,2009-03-05,Watchmen,7.0,2811,good
11468,2002-01-01,Salton Sea,7.0,104,good
44115,2010-11-05,127 Hours,7.0,2606,good
1265,2007-02-16,Bridge to Terabithia,7.0,1113,good
241771,2014-09-10,Beyond the Lights,7.0,139,good
508,2003-09-07,Love Actually,7.0,1869,good
64499,2006-06-05,Quinceañera,7.0,7,good
504,2003-11-16,Monster,7.0,485,good
609,1982-06-04,Poltergeist,7.0,794,good
11051,1988-08-12,The Last Temptation of Christ,7.0,201,good
20520,2005-01-01,The Motel,7.0,3,good
80278,2012-09-09,The Impossible,7.0,2025,good
268,1989-06-23,Batman,7.0,2096,good
606,1985-12-20,Out of Africa,7.0,279,good
58574,2011-11-22,Sherlock Holmes: A Game of Shadows,7.0,3886,good
62676,1999-06-04,Limbo,7.0,17,good
304410,2014-12-17,The Bélier Family,7.0,766,good
7350,2007-12-25,The Bucket List,7.0,1111,good
365052,2015-10-23,The Looking Glass,7.0,1,good
199,1996-11-21,Star Trek: First Contact,7.0,661,good
91721,1964-01-01,Nothing But a Man,7.0,2,good
243,2000-03-17,High Fidelity,7.0,628,good
102899,2015-07-14,Ant-Man,7.0,5880,good
788,1993-11-24,Mrs. Doubtfire,7.0,1591,good
175555,2013-12-13,A Madea Christmas,7.0,35,good
15389,1990-08-03,Metropolitan,7.0,38,good
859,1988-12-16,Dangerous Liaisons,7.0,257,good
8981,2004-05-18,Dear Frankie,7.0,46,good
8363,2007-08-17,Superbad,7.0,2100,good
33157,1970-10-26,Waterloo,7.0,31,good
1874,2007-02-11,Goodbye Bafana,7.0,38,good
12555,2006-12-19,I Served the King of England,7.0,22,good
14438,2008-09-26,Fireproof,7.0,100,good
2567,2004-12-17,The Aviator,7.0,1489,good
9587,1994-12-21,Little Women,7.0,215,good
16052,1997-03-21,Selena,7.0,114,good
19615,2009-01-01,Flying By,7.0,2,good
84401,2012-02-24,Sholem Aleichem: Laughing In The Darkness,7.0,2,good
33430,1999-07-30,Twin Falls Idaho,7.0,11,good
77495,2011-10-14,Sleep Tight,7.0,202,good
14139,2007-09-20,Timecrimes,7.0,308,good
3060,1925-11-05,The Big Parade,7.0,21,good
11620,1951-11-08,Quo Vadis,7.0,63,good
10559,2000-04-28,Frequency,7.0,462,good
30867,2006-10-31,Scott Walker: 30 Century Man,7.0,8,good
55720,2011-06-24,A Better Life,7.0,54,good
1024,1994-09-02,Heavenly Creatures,7.0,294,good
14359,2008-11-27,Doubt,7.0,435,good
2055,2003-08-29,Open Range,7.0,262,good
1271,2006-12-09,300,7.0,4997,good
4032,1991-11-27,My Girl,7.0,428,good
10634,1995-04-26,Friday,7.0,503,good
62211,2013-06-20,Monsters University,7.0,3528,good
8963,1995-05-12,Crimson Tide,7.0,498,good
29463,1985-10-25,Krush Groove,7.0,11,good
9281,1985-02-08,Witness,7.0,375,good
1213,1999-12-25,The Talented Mr. Ripley,7.0,767,good
26665,2000-07-05,Aberdeen,7.0,6,good
860,1983-06-03,WarGames,7.0,504,good
10397,1999-12-25,Angela's Ashes,7.0,59,good
1382,2005-06-17,Me and You and Everyone We Know,7.0,107,good
125537,1999-09-16,Smiling Fish & Goat On Fire,7.0,1,good
228970,2014-12-05,Wild,7.0,951,good
12454,2002-05-17,All or Nothing,7.0,33,good
26815,2009-12-11,Rocket Singh: Salesman of the Year,7.0,27,good
259693,2016-05-13,The Conjuring 2,7.0,1949,good
8053,2005-11-17,The Three Burials of Melquiades Estrada,7.0,177,good
116745,2013-12-18,The Secret Life of Walter Mitty,7.0,3144,good
409,1996-11-14,The English Patient,7.0,542,good
116149,2014-11-27,Paddington,7.0,883,good
1645,1996-07-24,A Time to Kill,7.0,509,good
103731,2013-05-01,Mud,7.0,1068,good
55903,2001-09-01,Betty Fisher and Other Stories,7.0,3,good
37495,2010-05-07,Four Lions,7.0,423,good
44944,2010-11-05,For Colored Girls,7.0,22,good
291081,2009-02-28,Red Riding: In the Year of Our Lord 1974,7.0,54,good
1598,1991-11-15,Cape Fear,7.0,675,good
23168,2010-09-15,The Town,7.0,1468,good
9833,2004-12-08,The Phantom of the Opera,7.0,438,good
256962,2015-04-23,Little Boy,7.0,185,good
17044,1998-09-25,The Land Girls,7.0,3,good
231617,2013-10-13,"Signed, Sealed, Delivered",7.0,6,good
30890,1987-01-30,Radio Days,7.0,127,good
68722,2012-09-07,The Master,7.0,701,good
58,2006-06-20,Pirates of the Caribbean: Dead Man's Chest,7.0,5246,good
49948,1999-12-17,Fantasia 2000,7.0,292,good
8469,1978-07-27,Animal House,7.0,418,good
37964,2002-10-05,Brown Sugar,7.0,31,good
14292,2004-02-06,Miracle,7.0,159,good
40807,2011-09-30,50/50,7.0,1261,good
82684,2012-10-25,Chasing Mavericks,7.0,216,good
40794,2010-02-12,Loose Cannons,7.0,118,good
350,2006-06-30,The Devil Wears Prada,7.0,3088,good
1073,1999-03-19,Arlington Road,7.0,239,good
2100,2001-10-19,The Last Castle,7.0,285,good
18320,2009-03-04,The Young Victoria,7.0,322,good
1544,2005-02-01,Imagine Me & You,7.0,177,good
4512,2007-09-02,The Assassination of Jesse James by the Coward Robert Ford,7.0,776,good
321741,2015-11-12,Concussion,7.0,823,good
374461,2016-09-16,Mr. Church,7.0,129,good
112430,2007-08-05,The Company,7.0,12,good
1725,1961-10-18,West Side Story,7.0,389,good
9787,2005-06-03,Lords of Dogtown,7.0,210,good
403,1989-12-13,Driving Miss Daisy,7.0,350,good
93456,2013-06-25,Despicable Me 2,7.0,4637,good
34584,1984-04-05,The NeverEnding Story,7.0,1002,good
4232,1996-12-20,Scream,7.0,1476,good
72113,2011-09-16,Carnage,7.0,738,good
198663,2014-09-10,The Maze Runner,7.0,5371,good
11093,2003-12-19,House of Sand and Fog,7.0,199,good
25719,1997-08-22,Shooting Fish,7.0,23,good
10436,1993-09-17,The Age of Innocence,7.0,169,good
4836,2004-09-30,Layer Cake,7.0,559,good
11382,1994-10-14,Bullets Over Broadway,7.0,130,good
1830,2005-09-16,Lord of War,7.0,1335,good
76025,2011-10-02,Shame,7.0,875,good
594,2004-06-17,The Terminal,7.0,1910,good
22074,2009-09-06,Capitalism: A Love Story,7.0,167,good
44826,2011-11-22,Hugo,7.0,2141,good
